idx,Variable,Unit,r21m42,r21m42_unit,factor,Comment,Category,Definition,available,source,quality,useful
114,Forcing|N2O,W/m2,Forcing|N2O,W/m2,,,Climate,total radiative forcing from N2O,yes,exogenous,medium,no
115,Forcing|Other,W/m2,Forcing|Other,W/m2,,,Climate,total radiative forcing from factors not covered in other categories (including stratospheric ozone and stratospheric water vapor),yes,exogenous,medium,no
116,Forcing|Tropospheric Ozone,W/m2,Forcing|Tropospheric Ozone,W/m2,,,Climate,total radiative forcing from tropospheric ozone,yes,exogenous,medium,no
117,Temperature|Global Mean,°C,Temperature|Global Mean,K,,,Climate,"change in global mean surface temperature relative to pre-industrial, reported by the model. Please specify which climate model was used in comments tab",yes,endogenous,medium,no
118,Capital Formation,billion US$2010/yr OR local currency,Investments,billion US$2005/yr,1.10774,might not fit completely,Economy,net additions to the physical capital stock,yes,endogenous,medium,no
119,Capital Stock,billion US$2010/yr or local currency/yr,Capital stock|Non-ESM,billion US$2005/yr,1.10774,might not fit completely,Economy,Macroeconomic capital stock,yes,quasi exogenous,medium,no
120,Consumption,billion US$2010/yr,Consumption,billion US$2005/yr,1.10774,quality depends on capital market realization (switch),Economy,"total consumption of all goods, by all consumers in a region",yes,endogenous,medium,no
121,Discount rate|Buildings,%,,,,,Economy,Discount rate for investments into residential and commercial buildings,,,,no
122,Discount rate|Economy,%,,,,,Economy,Economy wide discount rate: real interest rate of capital,,,,no
123,Discount rate|Electricity,%,,,,,Economy,Discount rate for investments in electricity sector,,,,no
124,Discount rate|Energy Supply,%,,,,,Economy,Discount rate for investments in energy supply sector,,,,no
125,Discount rate|Industry,%,,,,,Economy,Discount rate for investments into industrial installations in industry sector,,,,no
126,Discount rate|Mobility,%,,,,,Economy,Discount rate for investments into mobility (e.g. vehicles,,,,no
127,Discount rate|Social,%,,,,,Economy,Social discount rate (should be reported if different from capital interest rate and used in the model to discount future costs and revenues),,,,no
128,Discount rate|Transport Infrastructure,%,,,,,Economy,"Discount rate for investments into transport infrastructure (roads, railways, ports, airports, waterways etc.)",,,,no
129,Expenditure|government,billion US$2010/yr OR local currency,,,,,Economy,total government expenditure,,,,no
130,Expenditure|household,billion US$2010/yr OR local currency,,,,,Economy,Total household expenditure,,,,no
131,Expenditure|household|Services|Telecommunications,billion US$2010/yr OR local currency,,,,,Economy,expenditure of households for telecommunications incl. internet,,,,no
132,Expenditure|household|Services|Water & sanitation,billion US$2010/yr OR local currency,,,,,Economy,expenditure of households for Water & Sanitation services,,,,no
133,Export,billion US$2010/yr OR local currency,TODO,billion US$2005/yr,1.10774,,Economy,total exports measured in monetary quantities.,yes,endogenous,low,no
134,GDP|MER,billion US$2010/yr OR local currency,GDP|MER,billion US$2005/yr,1.10774,,Economy,GDP at market exchange rate,yes,exogenous,medium,no
135,GDP|PPP,billion US$2010/yr OR local currency,GDP|PPP,billion US$2005/yr,1.10774,,Economy,GDP at purchasing power parity,yes,exogenous,medium,no
136,GINI,-,,,,,Economy,GINI income ineqaulity index,,,,no
137,Import,billion US$2010/yr OR local currency,TODO,billion US$2005/yr,1.10774,,Economy,total imports measured in monetary quantities.,yes,endogenous,low,no
138,Interest Rate|Real,%,Interest Rate t/(t-1)|Real,%,,time preference rate as component of the interest rate is exogenous,Economy,Real interest rate or return on capital that is relevant for energy system investments,yes,endogenous,low,no
139,Policy Cost|Additional Total Energy System Cost,billion US$2010/yr,Policy Cost|Additional Total Energy System Cost,billion US$2005/yr,1.10774,,Economy,additional energy system cost associated with the policy,yes,endogenous,medium,no
140,Policy Cost|Area under MAC Curve,billion US$2010/yr,,,,,Economy,"total costs of the policy, i.e. the area under the Marginal Abatement Cost (MAC) curve",  , ,  ,no
141,Policy Cost|Consumption Loss,billion US$2010/yr,Policy Cost|Consumption + Current Account Loss,billion US$2005/yr,1.10774,,Economy,consumption loss in a policy scenario compared to the corresponding baseline (losses should be reported as negative numbers),yes,endogenous,medium,no
142,Policy Cost|Equivalent Variation,billion US$2010/yr,,,,,Economy,equivalent variation associated with the given policy,,,,no
143,Policy Cost|GDP Loss,billion US$2010/yr,Policy Cost|GDP Loss,billion US$2005/yr,1.10774,,Economy,GDP loss in a policy scenario compared to the corresponding baseline (losses should be reported as negative numbers),yes,endogenous,medium,no
144,Policy Cost|Other,billion US$2010/yr,, ,,,Economy,"any other indicator of policy cost (e.g., compensated variation). (please indicate what type of policy cost is measured on the 'comments' tab)", ,, ,
145,Policy Cost|Welfare Change,billion US$2010/yr OR local currency,,,,,Economy,Policy cost for welfare change,,,,no
146,Price|Agriculture|Corn|Index,Index (2010 = 1),TODO,,,,Economy,price index of corn,yes,endogenous,,no
147,Price|Agriculture|Livestock|Index,Index (2010 = 1),TODO,,,,Economy,weighted average price index of livestock,yes,endogenous,,no
148,Price|Agriculture|Non-Energy Crops and Livestock|Index,Index (2010 = 1),TODO,,,,Economy,weighted average price index of non-energy crops and livestock products,yes,endogenous,,no
149,Price|Agriculture|Non-Energy Crops|Index,Index (2010 = 1),TODO,,,,Economy,weighted average price index of non-energy crops,yes,endogenous,,no
150,Price|Agriculture|Rice|Index,Index (2010 = 1),TODO,,,,Economy,price index of rice,yes,endogenous,,no
151,Price|Agriculture|Soybean|Index,Index (2010 = 1),TODO,,,,Economy,price index of soybean,yes,endogenous,,no
152,Price|Agriculture|Wheat|Index,Index (2010 = 1),TODO,,,,Economy,price index of wheat,yes,endogenous,,no
153,Price|Carbon,US$2010/t CO2,Price|Carbon,US$2005/t CO2,1.10774,,Economy,price of carbon (for regional aggregrates the weighted price of carbon by subregion should be used),yes,endogenous,medium,no
154,Price|Final Energy|Buildings|Residential|Electricity,US$2010/GJ or local currency/GJ,Price|Final Energy|Electricity|Buildings,US$2005/GJ,1.10774,,Economy,electricity price at the final level in the residential sector. Prices should include the effect of carbon prices.,yes,endogenous,medium,no
155,Price|Final Energy|Buildings|Residential|Gases|Natural Gas,US$2010/GJ or local currency/GJ,Price|Final Energy|Gases|Buildings,US$2005/GJ,1.10774,,Economy,natural gas price at the final level in the residential sector. Prices should include the effect of carbon prices.,yes,endogenous,medium,no
156,Price|Final Energy|Buildings|Residential|Liquids|Biomass,US$2010/GJ or local currency/GJ,,,,,Economy,biofuel price at the final level in the residential sector. Prices should include the effect of carbon prices.,,,,no
157,Price|Final Energy|Buildings|Residential|Liquids|Oil,US$2010/GJ or local currency/GJ,Price|Final Energy|Heating Oil|Buildings,US$2005/GJ,1.10774,,Economy,light fuel oil price at the final level in the residential sector. Prices should include the effect of carbon prices.,yes,endogenous,medium,no
158,Price|Final Energy|Buildings|Residential|Solids|Biomass,US$2010/GJ or local currency/GJ,Price|Final Energy|Solids|Buildings,US$2005/GJ,1.10774,No differentiation between fossil and biomass for final energy prices.,Economy,biomass price at the final level in the residential sector. Prices should include the effect of carbon prices.,yes,endogenous,medium,no
159,Price|Final Energy|Buildings|Residential|Solids|Coal,US$2010/GJ or local currency/GJ,Price|Final Energy|Solids|Buildings,US$2005/GJ,1.10774,No differentiation between fossil and biomass for final energy prices.,Economy,coal price at the final level in the residential sector. Prices should include the effect of carbon prices.,yes,endogenous,medium,no
160,Price|Industry|Cement,US$2010/Mt,,,,,Economy,Cement producer price,,,,no
161,Price|Industry|Chemicals,US$2010/Mt,,,,,Economy,Chemicals producer price,,,,no
162,Price|Industry|Chemicals|Ammonia,US$2010/Mt,,,,,Economy,Chemicals|Ammonia producer price,,,,no
163,Price|Industry|Chemicals|High value chemicals,US$2010/Mt,,,,,Economy,Chemicals|High value chemicals producer price,,,,no
164,Price|Industry|Chemicals|Methanol,US$2010/Mt,,,,,Economy,Chemicals|Methanol producer price,,,,no
165,Price|Industry|Chemicals|Other,US$2010/Mt,,,,,Economy,Chemicals|Other producer price,,,,no
166,Price|Industry|Non-ferrous metals,US$2010/Mt,,,,,Economy,Non-ferrous metals producer price,,,,no
167,Price|Industry|Other,US$2010/Mt,,,,,Economy,Other producer price,,,,no
168,Price|Industry|Plastics,US$2010/Mt,,,,,Economy,Plastics producer price,,,,no
169,Price|Industry|Pulp and Paper,US$2010/Mt,,,,,Economy,Pulp and Paper producer price,,,,no
170,Price|Industry|Steel,US$2010/Mt,,,,,Economy,Steel producer price,,,,no
171,Price|Primary Energy|Biomass,US$2010/GJ or local currency/GJ,Price|Biomass|World Market,US$2005/GJ,1.10774,,Economy,biomass producer price,yes,endogenous,medium,no
172,Price|Primary Energy|Coal,US$2010/GJ or local currency/GJ,Price|Coal|World Market,US$2005/GJ,1.10774,,Economy,coal price at the primary level (i.e. the spot price at the global or regional market),yes,endogenous,medium,no
173,Price|Primary Energy|Gas,US$2010/GJ or local currency/GJ,Price|Gas|World Market,US$2005/GJ,1.10774,,Economy,natural gas price at the primary level (i.e. the spot price at the global or regional market),yes,endogenous,medium,no
174,Price|Primary Energy|Oil,US$2010/GJ or local currency/GJ,Price|Oil|World Market,US$2005/GJ,1.10774,,Economy,crude oil price at the primary level (i.e. the spot price at the global or regional market),yes,endogenous,medium,no
175,Price|Secondary Energy|Electricity,US$2010/GJ or local currency/GJ,Price|Secondary Energy|Electricity|Moving Avg,US$2005/GJ,1.10774,,Economy,"electricity price at the secondary level, i.e. for large scale consumers (e.g. aluminum production).  Prices should include the effect of carbon prices.",yes,endogenous,medium,no
176,Price|Secondary Energy|Gases|Natural Gas,US$2010/GJ or local currency/GJ,Price|Secondary Energy|Gases,US$2005/GJ,1.10774,,Economy,"natural gas price at the secondary level, i.e. for large scale consumers (e.g. gas power plant). Prices should include the effect of carbon prices.",yes,endogenous,medium,no
177,Price|Secondary Energy|Hydrogen,US$2010/GJ or local currency/GJ,Price|Secondary Energy|Hydrogen,US$2005/GJ,1.10774,,Economy,hydrogen price at the secondary level. Prices should include the effect of carbon prices,yes,endogenous,medium,no
178,Price|Secondary Energy|Liquids,US$2010/GJ or local currency/GJ,Price|Secondary Energy|Liquids,US$2005/GJ,1.10774,,Economy,"liquid fuel price at the secondary level, i.e. petrol, diesel, or weighted average",yes,endogenous,medium,no
179,Price|Secondary Energy|Liquids|Biomass,US$2010/GJ or local currency/GJ,Price|Secondary Energy|Liquids|Biomass,US$2005/GJ,1.10774,,Economy,"biofuel price at the secondary level, i.e. for biofuel consumers",yes,endogenous,medium,no
180,Price|Secondary Energy|Liquids|Oil,US$2010/GJ or local currency/GJ,Price|Light Fuel Oil|Secondary Level,US$2005/GJ,1.10774,,Economy,"light fuel oil price at the secondary level, i.e. for large scale consumers (e.g. oil power plant). Prices should include the effect of carbon prices.",yes,endogenous,medium,no
181,Price|Secondary Energy|Solids|Biomass,US$2010/GJ or local currency/GJ,TODO,US$2005/GJ,1.10774,,Economy,"biomass price at the secondary level, i.e. for large scale consumers (e.g. biomass power plant). Prices should include the effect of carbon prices.",yes,endogenous,medium,no
182,Price|Secondary Energy|Solids|Coal,US$2010/GJ or local currency/GJ,TODO,US$2005/GJ,1.10774,,Economy,"coal price at the secondary level, i.e. for large scale consumers (e.g. coal power plant). Prices should include the effect of carbon prices.",yes,endogenous,medium,no
183,Value Added|Agriculture,billion US$2010/yr OR local currency,,,,,Economy,value added by agriculture,,,,no
184,Value Added|Buildings|Commercial,billion US$2010/yr OR local currency,,,,,Economy,value added by commercial activity,,,,no
185,Value Added|Industry,billion US$2010/yr OR local currency,,,,,Economy,value added by industry,,,,no
186,Value Added|Industry|Energy,billion US$2010/yr OR local currency,,,,,Economy,value added by industry related to the energy sector,,,,no
187,Value Added|Industry|Energy Intensive,billion US$2010/yr OR local currency,,,,,Economy,value added by industry related to the energy-intensive industries,,,,no
188,Value Added|Industry|Manufacturing,billion US$2010/yr OR local currency,,,,,Economy,value added by industry related to maunfacturing,,,,no
189,Value Added|Industry|Share of energy costs,%,,,,,Economy,share of energy costs to the total economic valuye added by Industry,,,,no
190,Emissions|BC,Mt BC/yr,Emi|BC,Mt BC/yr,,,Emissions,total black carbon emissions,yes,endogenous,low,no
191,Emissions|BC|AFOLU,Mt BC/yr,Emi|BC|Land Use,Mt BC/yr,,,Emissions,"black carbon emissions from agriculture, forestry and other land use (IPCC category 3)",yes,endogenous,low,no
192,Emissions|BC|AFOLU|Agriculture,Mt BC/yr,Emi|BC|Land Use|Agriculture,Mt BC/yr,,,Emissions,BC|AFOLU|Agric emissions from agriculture,yes,endogenous,low,no
193,Emissions|BC|AFOLU|Land,Mt BC/yr,,,,,Emissions,BC|AFOL emissions from forestry and other land use,,,,no
